Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
2287,"New York Mortgage Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NYMTM,20.835,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2288,"New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NYMTN,20.89,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2289,"New York Mortgage Trust, Inc. - 7.875% Series C Cumulative Redeemable Preferred Stock",NYMTO,20.80,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2290,"New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock",NYMTP,20.56,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2291,Nymox Pharmaceutical Corporation - Common Stock,NYMX,3.87,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2292,Oasis Petroleum Inc. - Common Stock,OAS,1.57,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
2293,Optibase Ltd. - Ordinary Shares,OBAS,11.75,Real Estate,Real Estate,,,,
2294,"Ocean Bio-Chem, Inc. - Common Stock",OBCI,5.70,Industrials,Conglomerates,Polish and Other Sanitation Good Manufacturing(325612),,,
2295,"Obalon Therapeutics, Inc. - Common Stock",OBLN,1.19,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2296,"Origin Bancorp, Inc. - Common Stock",OBNK,23.02,Financial Services,Banks,Commercial Banking(522110),,,
2297,ObsEva SA - Common Shares,OBSV,5.65,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2298,Optical Cable Corporation - Common Stock,OCC,2.62,Technology,Hardware,Fiber Optic Cable Manufacturing(335921),,,
2299,"OFS Credit Company, Inc. - Common Stock",OCCI,10.665,Financial Services,Asset Management,"Trust, Fiduciary, and Custody Activities(523991)",,,
2300,"OFS Credit Company, Inc. - 6.875% Series A Term Preferred Stock",OCCIP,23.842,Financial Services,Asset Management,"Trust, Fiduciary, and Custody Activities(523991)",,,
2301,OceanFirst Financial Corp. - Common Stock,OCFC,19.16,Financial Services,Banks,Savings Institutions(522120),,,
2302,OceanFirst Financial Corp. - Depositary Shares,OCFCP,25.97,Financial Services,Banks,Savings Institutions(522120),,,
2303,"Ocugen, Inc. - Common Stock",OCGN,0.299,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2304,Oaktree Strategic Income Corporation - Common Stock,OCSI,6.52,Financial Services,Asset Management,Portfolio Management(523920),,,
2305,Oaktree Specialty Lending Corporation - Common Stock,OCSL,4.74,Financial Services,Credit Services,Other Activities Related to Credit Intermediation(522390),,,
2306,"Ocular Therapeutix, Inc. - Common Stock",OCUL,7.65,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2307,"Old Dominion Freight Line, Inc. - Common Stock",ODFL,163.88,Industrials,Transportation,"General Freight Trucking, Long-Distance, Truckload(484121)",,,
2308,"Office Depot, Inc. - Common Stock",ODP,2.67,Consumer Cyclical,Retail - Cyclical,Office Supplies and Stationery Stores(453210),,,
2309,"Odonate Therapeutics, Inc. - Common Stock",ODT,37.90,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2310,"Orbital Energy Group, Inc. - Common Stock",OEG,0.735,Utilities,Utilities - Regulated,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities(926130)",,,
2311,"Orion Energy Systems, Inc. - Common Stock",OESX,3.92,Industrials,Industrial Products,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing(335122)",,,
2312,Oconee Federal Financial Corp. - Common Stock,OFED,26.495,Financial Services,Banks,Savings Institutions(522120),,,
2313,Orthofix Medical Inc.  - Common Stock,OFIX,37.78,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2314,"Omega Flex, Inc. - Common Stock",OFLX,111.70,Industrials,Industrial Products,Plumbing Fixture Fitting and Trim Manufacturing(332913),,,
2315,OFS Capital Corporation - Common Stock,OFS,5.65,Financial Services,Asset Management,Investment Banking and Securities Dealing(523110),,,
2316,OFS Capital Corporation - 5.95% Notes due 2026,OFSSI,nan,nan,nan,nan,,,
2317,OFS Capital Corporation - 6.375% Notes due 2025,OFSSL,nan,nan,nan,nan,,,
2318,OFS Capital Corporation - 6.50% Notes due 2025,OFSSZ,nan,nan,nan,nan,,,
2319,Organigram Holdings Inc. - Common Shares,OGI,2.14,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2320,O2Micro International Limited - American Depositary Shares,OIIM,1.55,Technology,Semiconductors,,,,
2321,"Okta, Inc. - Class A Common Stock",OKTA,180.07,Technology,Software,Software Publishers(511210),,,
2322,The Long-Term Care ETF,OLD,25.59,,,,,,
2323,Universal Display Corporation - Common Stock,OLED,165.10,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2324,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",OLLI,93.48,Consumer Defensive,Retail - Defensive,All Other General Merchandise Stores(452319),,,
2325,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,OMAB,41.49,Industrials,Transportation,,,,
2326,"Omnicell, Inc. - Common Stock",OMCL,70.04,Healthcare,Healthcare Providers & Services,All Other Miscellaneous Ambulatory Health Care Services(621999),,,
2327,Omeros Corporation - Common Stock,OMER,15.33,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2328,"Odyssey Marine Exploration, Inc. - Common Stock",OMEX,4.74,Industrials,Business Services,Research and Development in the Social Sciences and Humanities(541720),,,
2329,"Oasis Midstream Partners LP - Common Units, Representing Limited Partner Interests",OMP,10.83,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
2330,ON Semiconductor Corporation - Common Stock,ON,20.17,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2331,Old National Bancorp - Common Stock,ONB,15.405,Financial Services,Banks,Commercial Banking(522110),,,
2332,OncoSec Medical Incorporated - Common Stock,ONCS,2.37,Healthcare,Biotechnology,In-Vitro Diagnostic Substance Manufacturing(325413),,,
2333,"Oncternal Therapeutics, Inc.  - Common Stock",ONCT,3.01,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2334,Oncolytics Biotech Inc. - Common Shares,ONCY,2.18,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2335,"1Life Healthcare, Inc. - Common Stock",ONEM,32.01,Healthcare,Healthcare Providers & Services,Software Publishers(511210),,,
2336,Fidelity Nasdaq Composite Index Tracking Stock,ONEQ,388.40,,,,,,
2337,OneWater Marine Inc. - Class A Common Stock,ONEW,19.91,Consumer Cyclical,Vehicles & Parts,Motor Home Manufacturing(336213),,,
2338,"Onconova Therapeutics, Inc. - Common Stock",ONTX,0.4983,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2339,"Onconova Therapeutics, Inc. - Warrants",ONTXW,nan,nan,nan,nan,,,
2340,"Organovo Holdings, Inc. - Common Stock",ONVO,0.65,Healthcare,Medical Diagnostics & Research,Biological Product (except Diagnostic) Manufacturing(325414),,,
2341,OP Bancorp - Common Stock,OPBK,7.17,Financial Services,Banks,Commercial Banking(522110),,,
2342,"Option Care Health, Inc. - Common Stock",OPCH,16.75,Healthcare,Healthcare Providers & Services,Home Health Care Services(621610),,,
2343,Opes Acquisition Corp. - Common Stock,OPES,12.08,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2344,Opes Acquisition Corp. - Unit,OPESU,14.155,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2345,Opes Acquisition Corp. - Warrant,OPESW,nan,nan,nan,nan,,,
2346,"OpGen, Inc. - Common Stock",OPGN,2.22,Healthcare,Medical Diagnostics & Research,Medical Laboratories(621511),,,
2347,"OptimumBank Holdings, Inc. - Common Stock",OPHC,2.02,Financial Services,Banks,Commercial Banking(522110),,,
2348,Office Properties Income Trust - Common Shares of Beneficial Interest,OPI,31.26,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2349,Office Properties Income Trust - 5.875% Senior Notes due 2046,OPINI,nan,nan,nan,nan,,,
2350,"Opko Health, Inc. - Common Stock",OPK,2.64,Healthcare,Medical Diagnostics & Research,Dental Laboratories(339116),,,
2351,"Opiant Pharmaceuticals, Inc. - Common Stock",OPNT,9.315,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2352,Old Point Financial Corporation - Common Stock,OPOF,16.55,Financial Services,Banks,Commercial Banking(522110),,,
2353,Opera Limited - American Depositary Shares,OPRA,7.34,Technology,Software,,,,
2354,Oportun Financial Corporation - common stock,OPRT,14.20,Financial Services,Credit Services,Consumer Lending(522291),,,
2355,OptimizeRx Corporation - Common Stock,OPRX,13.63,Healthcare,Healthcare Providers & Services,Home Health Care Services(621610),,,
2356,"OptiNose, Inc. - Common Stock",OPTN,5.89,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2357,"Ocean Power Technologies, Inc. - Common Stock",OPTT,0.58,Industrials,Industrial Products,Other Industrial Machinery Manufacturing(333249),,,
2358,ORBCOMM Inc. - Common Stock,ORBC,4.35,Communication Services,Telecommunication Services,Satellite Telecommunications(517410),,,
2359,Organogenesis Holdings Inc.  - Class A ,ORGO,3.95,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2360,Orgenesis Inc. - Common Stock,ORGS,7.69,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2361,"Oric Pharmaceuticals, Inc. - Common Stock",ORIC,35.92,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2362,"O'Reilly Automotive, Inc. - Common Stock",ORLY,423.24,Consumer Cyclical,Retail - Cyclical,Automotive Parts and Accessories Stores(441310),,,
2363,Oramed Pharmaceuticals Inc. - Common Stock,ORMP,3.91,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2364,Orrstown Financial Services Inc - Common Stock,ORRF,15.50,Financial Services,Banks,Commercial Banking(522110),,,
2365,Orisun Acquisition Corp. - Common Stock,ORSN,10.07,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
2366,Orisun Acquisition Corp. - Right,ORSNR,nan,nan,nan,nan,,,
2367,Orisun Acquisition Corp. - Unit,ORSNU,10.30,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
2368,Orisun Acquisition Corp. - Warrant,ORSNW,nan,nan,nan,nan,,,
2369,Orchard Therapeutics plc - American Depositary Shares,ORTX,7.79,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2370,"Old Second Bancorp, Inc. - Common Stock",OSBC,8.75,Financial Services,Banks,Commercial Banking(522110),,,
2371,"OSI Systems, Inc. - Common Stock",OSIS,78.70,Technology,Hardware,Other Electronic Component Manufacturing(334419),,,
2372,Osmotica Pharmaceuticals plc - Ordinary Shares,OSMT,6.75,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2373,"Ossen Innovation Co., Ltd. - American Depositary Shares",OSN,2.0695,Basic Materials,Steel,,,,
2374,OneSpan Inc. - Common Stock,OSPN,22.46,Technology,Software,Computer Systems Design Services(541512),,,
2375,"One Stop Systems, Inc. - Common Stock",OSS,1.9196,Technology,Hardware,Electronic Computer Manufacturing(334111),,,
2376,"Overstock.com, Inc. - Common Stock",OSTK,21.96,Consumer Cyclical,Retail - Cyclical,Electronic Shopping and Mail-Order Houses(454110),,,
2377,"OraSure Technologies, Inc. - Common Stock",OSUR,10.73,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2378,OneSpaWorld Holdings Limited - Common Shares,OSW,7.61,Consumer Cyclical,Travel & Leisure,Fitness and Recreational Sports Centers(713940),,,
2379,Otelco Inc. - Common Stock,OTEL,7.9499,Communication Services,Telecommunication Services,Wired Telecommunications Carriers(517311),,,
2380,Open Text Corporation - Common Shares,OTEX,43.20,Technology,Software,Computer Systems Design Services(541512),,,
2381,"Otonomy, Inc. - Common Stock",OTIC,3.11,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2382,"Outlook Therapeutics, Inc. - Common Stock",OTLK,1.13,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2383,"Outlook Therapeutics, Inc. - Series A Warrant",OTLKW,nan,nan,nan,nan,,,
2384,Otter Tail Corporation - Common Stock,OTTR,42.77,Utilities,Utilities - Regulated,Hydroelectric Power Generation(221111),,,
2385,"Ottawa Bancorp, Inc. - Common Stock",OTTW,13.14,Financial Services,Banks,Commercial Banking(522110),,,
2386,Ohio Valley Banc Corp. - Common Stock,OVBC,25.61,Financial Services,Banks,Commercial Banking(522110),,,
2387,Ovid Therapeutics Inc. - Common Stock,OVID,5.36,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2388,Oak Valley Bancorp (CA) - Common Stock,OVLY,13.63,Financial Services,Banks,Commercial Banking(522110),,,
2389,Oxbridge Re Holdings Limited - Ordinary Shares,OXBR,1.05,Financial Services,Insurance,Reinsurance Carriers(524130),,,
2390,Oxbridge Re Holdings Limited - Warrant,OXBRW,nan,nan,nan,nan,,,
2391,Oxford Immunotec Global PLC - Ordinary Shares,OXFD,13.79,Healthcare,Medical Diagnostics & Research,,,,
2392,Oxford Lane Capital Corp. - Common Stock,OXLC,4.38,Financial Services,Asset Management,Investment Advice(523930),,,
2393,Oxford Lane Capital Corp. - 6.75% Series 2024 Term Preferred Stock,OXLCM,23.657,Financial Services,Asset Management,Investment Advice(523930),,,
2394,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023",OXLCO,24.17,Financial Services,Asset Management,Investment Advice(523930),,,
2395,Oxford Lane Capital Corp. - 6.25% Series 2027 Term Preferred Shares,OXLCP,22.66,Financial Services,Asset Management,Investment Advice(523930),,,
2396,Oxford Square Capital Corp. - Closed End Fund,OXSQ,3.56,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
2397,Oxford Square Capital Corp. - 6.50% Notes due 2024,OXSQL,nan,nan,nan,nan,,,
2398,Oxford Square Capital Corp. - 6.25% Notes due 2026,OXSQZ,nan,nan,nan,nan,,,
2399,"Oyster Point Pharma, Inc. - common stock",OYST,27.96,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2400,Bank OZK - Common Stock,OZK,28.62,Financial Services,Banks,Commercial Banking(522110),,,
2401,Proficient Alpha Acquisition Corp. - Common Stock,PAAC,8.18,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2402,Proficient Alpha Acquisition Corp. - Rights,PAACR,nan,nan,nan,nan,,,
2403,Proficient Alpha Acquisition Corp. - Unit,PAACU,8.17,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2404,Proficient Alpha Acquisition Corp. - Warrant,PAACW,nan,nan,nan,nan,,,
2405,Pan American Silver Corp. - Common Stock,PAAS,26.98,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
2406,"Pacific Biosciences of California, Inc. - Common Stock",PACB,4.02,Healthcare,Medical Diagnostics & Research,Analytical Laboratory Instrument Manufacturing(334516),,,
2407,Pure Acquisition Corp. - Class A Common Stock,PACQ,10.43,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2408,Pure Acquisition Corp. - Unit,PACQU,10.52,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2409,Pure Acquisition Corp. - Warrant,PACQW,nan,nan,nan,nan,,,
2410,PacWest Bancorp - Common Stock,PACW,22.95,Financial Services,Banks,Commercial Banking(522110),,,
2411,PAE Incorporated - Class A Common Stock,PAE,11.04,Industrials,Business Services,All Other Information Services(519190),,,
2412,PAE Incorporated - Warrants,PAEWW,nan,nan,nan,nan,,,
2413,Phibro Animal Health Corporation - Class A Common Stock,PAHC,27.63,Healthcare,Drug Manufacturers,Other Animal Food Manufacturing(311119),,,
2414,Pangaea Logistics Solutions Ltd. - Common Stock,PANL,2.22,Industrials,Transportation,Deep Sea Freight Transportation(483111),,,
2415,"Passage Bio, Inc. - Common Stock",PASG,24.87,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2416,"Patriot Transportation Holding, Inc. - Common Stock",PATI,8.75,Industrials,Transportation,"General Freight Trucking, Local(484110)",,,
2417,"Patrick Industries, Inc. - Common Stock",PATK,60.04,Industrials,Construction,Plastics Pipe and Pipe Fitting Manufacturing(326122),,,
2418,PAVmed Inc. - Common Stock,PAVM,2.13,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2419,PAVmed Inc. - Warrant,PAVMW,nan,nan,nan,nan,,,
2420,PAVmed Inc. - Series Z Warrant,PAVMZ,nan,nan,nan,nan,,,
